id,token_number,appointment_id,hospital_id,department_id,doctor_id,issued_at,called_at,queue_position_at_issue,patients_ahead_at_issue
qtok_129447b156d6,DER-0007,appt_35f9483a35e1,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-27 16:41:00,2026-07-27 17:14:00,7,7
qtok_d7579ee0123e,DER-0001,appt_2a49303f7124,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-29 09:10:00,2026-07-29 09:30:00,1,0
qtok_9c9429fe724c,DER-0002,appt_fcc0f745381e,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-29 09:39:00,2026-07-29 10:06:00,2,2
qtok_fef6a31f3273,DER-0003,appt_92b89c0a8ace,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-29 10:13:00,2026-07-29 10:40:00,3,1
qtok_8a6ef6fc7f9d,DER-0004,appt_c03847d498f8,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-29 10:34:00,2026-07-29 11:07:00,4,4
qtok_c31eb28bfb9d,DER-0005,appt_002c7e836b9f,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-29 10:36:00,2026-07-29 11:06:00,5,4
qtok_7f1b44b2235c,DER-0002,appt_6d01116ad11e,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-29 15:32:00,2026-07-29 15:53:00,2,0
qtok_fcebbc0fa392,DER-0003,appt_6c28cb412371,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-29 17:41:00,2026-07-29 18:12:00,3,1
qtok_57acfef2e581,DER-0001,appt_88267632956c,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-31 08:00:00,2026-07-31 08:25:00,1,0
qtok_5ab007b05ea3,DER-0004,appt_869d3e63e88b,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-31 10:05:00,2026-07-31 10:27:00,4,4
qtok_f5d5dbbd6301,DER-0005,appt_3e24c15195a3,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-31 10:24:00,2026-07-31 11:04:00,5,3
qtok_a12bcc61f1fd,DER-0006,appt_771e38e14aff,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-31 10:10:00,2026-07-31 10:51:00,6,4
qtok_c6296035df8d,DER-0007,appt_4c1a2925f13c,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-31 10:33:00,2026-07-31 11:21:00,7,6
qtok_6ff7bef57a1a,DER-0008,appt_d8522c2eef85,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-31 10:35:00,2026-07-31 11:18:00,8,7
qtok_3bac06c2b812,DER-0009,appt_5c1c5f63a2b3,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-31 10:50:00,2026-07-31 11:36:00,9,7
qtok_da42dad4697b,DER-0010,appt_18ae9827340c,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-31 10:55:00,2026-07-31 11:44:00,10,8
qtok_2be40b1930ec,DER-0011,appt_698cb8bd4295,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-31 11:10:00,2026-07-31 11:58:00,11,11
qtok_754cdae17196,DER-0012,appt_dea3ad3cfdaf,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-07-31 11:55:00,2026-07-31 13:02:00,12,11
qtok_f80317c57531,DER-0001,appt_c96ec87a8255,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 08:35:00,2026-08-03 08:58:00,1,1
qtok_b69b2f27cef4,DER-0002,appt_a9f7421d5171,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 08:38:00,2026-08-03 09:02:00,2,0
qtok_d92230300e6e,DER-0003,appt_0053338f932b,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 09:01:00,2026-08-03 09:33:00,3,2
qtok_cf40ae997b06,DER-0005,appt_00c840d3f731,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 10:35:00,2026-08-03 11:10:00,5,3
qtok_76336646c41c,DER-0007,appt_4231da9b4e09,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 11:39:00,2026-08-03 12:14:00,7,5
qtok_c1de9b7996a4,DER-0001,appt_8ff017da1dfa,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 14:07:00,2026-08-03 14:22:00,1,0
qtok_22ae5b760f15,DER-0002,appt_0b5b8040ad66,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 14:20:00,2026-08-03 14:46:00,2,2
qtok_da8a5605a2da,DER-0003,appt_263f9d6bce85,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 14:48:00,2026-08-03 15:17:00,3,1
qtok_9d92726f5949,DER-0004,appt_f4b1b46dcd0b,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 15:12:00,2026-08-03 15:44:00,4,2
qtok_00d2641c5077,DER-0005,appt_12437a499344,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 15:54:00,2026-08-03 16:16:00,5,3
qtok_d6afb534ca91,DER-0006,appt_c9b2afe62439,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 15:57:00,2026-08-03 16:33:00,6,4
qtok_9d2c841db4be,DER-0007,appt_962ace6f5cdf,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-03 16:17:00,2026-08-03 16:54:00,7,7
qtok_92e290c52e39,DER-0002,appt_fcb4b961f3cb,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-05 08:32:00,2026-08-05 09:05:00,2,1
qtok_5409ffee82ec,DER-0003,appt_d5e912e8616f,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-05 08:47:00,2026-08-05 09:11:00,3,3
qtok_3c4f850e1864,DER-0004,appt_106b3d07895c,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-05 09:20:00,2026-08-05 09:48:00,4,2
qtok_1732f2270b65,DER-0005,appt_7f24025dfea2,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-05 09:50:00,2026-08-05 10:19:00,5,4
qtok_feeb95ce2f69,DER-0006,appt_c7b3d6b666fa,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-05 10:10:00,2026-08-05 10:59:00,6,6
qtok_b6ab4f801edb,DER-0001,appt_f089f3598392,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-05 15:36:00,2026-08-05 15:54:00,1,0
qtok_555d12894424,DER-0002,appt_d18a762299e6,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-05 16:20:00,2026-08-05 16:36:00,2,2
qtok_e1e89572ca75,DER-0004,appt_802e56a3e27f,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-05 16:57:00,2026-08-05 17:19:00,4,2
qtok_265632cfe24b,DER-0005,appt_7c580f70ed5d,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-05 17:30:00,2026-08-05 18:04:00,5,5
qtok_da2c2c994dcf,DER-0003,appt_4d426b6b5766,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-07 10:18:00,2026-08-07 10:47:00,3,1
qtok_8471b7d2e9d2,DER-0005,appt_6bb25774cbe5,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-07 10:34:00,2026-08-07 10:57:00,5,3
qtok_310fcd796c9e,DER-0006,appt_eb2ac31b1cd7,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-07 10:46:00,2026-08-07 11:21:00,6,6
qtok_1b121773f909,DER-0007,appt_99af692eb09f,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-07 10:50:00,2026-08-07 11:23:00,7,7
qtok_82f7be4982df,DER-0008,appt_0d49ffb56ef5,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-07 11:22:00,2026-08-07 11:56:00,8,6
qtok_0b4471ef411c,DER-0009,appt_a78990c211ac,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-07 11:14:00,2026-08-07 12:02:00,9,8
qtok_3d57397990b8,DER-0010,appt_ca719c194344,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-07 11:21:00,2026-08-07 11:55:00,10,10
qtok_eb8ea2d1bd0a,DER-0011,appt_299f58618569,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-07 11:43:00,2026-08-07 12:28:00,11,11
qtok_edea326cc992,DER-0012,appt_a1b0f8c4ab18,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-07 12:00:00,2026-08-07 12:56:00,12,11
qtok_a2c3a7d9363d,DER-0001,appt_695ce2d72f9d,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-10 08:00:00,2026-08-10 08:14:00,1,1
qtok_5f9d1ea96ed6,DER-0002,appt_b3226fcb5361,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-10 08:32:00,2026-08-10 08:58:00,2,2
qtok_e1d6801c6035,DER-0003,appt_fcfcdca228bb,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-10 09:05:00,2026-08-10 09:26:00,3,2
qtok_fc8b5d048d26,DER-0005,appt_247daed39c2b,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-10 10:20:00,2026-08-10 10:47:00,5,3
qtok_1e0207d688ee,DER-0006,appt_34174c1e6a06,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-10 10:32:00,2026-08-10 11:03:00,6,5
qtok_36089991196b,DER-0007,appt_2b44e0962bee,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-10 11:29:00,2026-08-10 11:58:00,7,6
qtok_83e856f84cd3,DER-0008,appt_af8387f094b0,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-10 11:38:00,2026-08-10 12:11:00,8,7
qtok_cf8d6cd02b39,DER-0002,appt_25dd9ac1b1a5,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-10 15:40:00,2026-08-10 16:00:00,2,1
qtok_5a2205fee32c,DER-0004,appt_1f051a44ad56,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-10 16:30:00,2026-08-10 16:56:00,4,4
qtok_2f64851b14a9,DER-0005,appt_98c9ec88c950,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-10 16:37:00,2026-08-10 17:04:00,5,3
qtok_78d984578e1d,DER-0001,appt_8538d738507f,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-12 08:55:00,2026-08-12 09:16:00,1,1
qtok_f3f0da6cca64,DER-0002,appt_e07eb1616794,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-12 10:12:00,2026-08-12 10:47:00,2,0
qtok_e34526e91a7e,DER-0001,appt_0cf9e5fa91ec,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-12 15:11:00,2026-08-12 15:35:00,1,0
qtok_a73a5fe1d42a,DER-0002,appt_baf28c09e0fc,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-12 15:25:00,2026-08-12 15:58:00,2,2
qtok_3af1b9524f15,DER-0003,appt_a5c48de2af99,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-12 15:32:00,2026-08-12 15:59:00,3,2
qtok_dd4d1d94b924,DER-0004,appt_79201f2ed900,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-12 16:01:00,2026-08-12 16:28:00,4,4
qtok_06c0b8e7607c,DER-0005,appt_1ba61f2d6981,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-12 16:30:00,2026-08-12 17:03:00,5,3
qtok_4832c0405156,DER-0006,appt_b7d84b914546,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-12 16:55:00,2026-08-12 17:25:00,6,6
qtok_57639b4493cc,DER-0001,appt_8ec88d176c4c,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 08:31:00,2026-08-14 08:46:00,1,0
qtok_2f20dbe6dddb,DER-0002,appt_172251c415b3,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 08:45:00,2026-08-14 09:06:00,2,0
qtok_aba66affdbcb,DER-0003,appt_bbe72969c5af,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 09:23:00,2026-08-14 09:50:00,3,2
qtok_3c50022dfc42,DER-0004,appt_e0bdc80bf3fd,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 09:13:00,2026-08-14 09:44:00,4,3
qtok_a3b960367bdd,DER-0005,appt_fd36a1a80522,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 09:44:00,2026-08-14 10:15:00,5,4
qtok_28198b46ba43,DER-0006,appt_47ee52625e47,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 10:11:00,2026-08-14 10:41:00,6,6
qtok_acc363ffa1cf,DER-0007,appt_274ee0cacef2,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 10:27:00,2026-08-14 10:59:00,7,6
qtok_a39936e26aa8,DER-0008,appt_3fc13ba7610b,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 10:39:00,2026-08-14 11:15:00,8,7
qtok_9ddfdc7c6ae9,DER-0009,appt_d2ae130db1c7,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 10:38:00,2026-08-14 11:33:00,9,7
qtok_ad98f89e60aa,DER-0010,appt_b9db12670ff9,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 10:50:00,2026-08-14 11:48:00,10,9
qtok_5c7ff118f40e,DER-0011,appt_6529c258f9c7,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 11:05:00,2026-08-14 12:07:00,11,9
qtok_b044b7a24873,DER-0012,appt_b1c02409366a,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 11:11:00,2026-08-14 12:01:00,12,12
qtok_423930ecde59,DER-0013,appt_1b939c82afe7,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 11:25:00,2026-08-14 12:30:00,13,13
qtok_ca90594cf77b,DER-0014,appt_812915ced037,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 11:47:00,2026-08-14 12:42:00,14,14
qtok_64862d698a38,DER-0015,appt_3f08d8a5bbb4,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-14 12:02:00,2026-08-14 12:54:00,15,14
qtok_406860061356,DER-0001,appt_93a864674d04,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-17 09:15:00,2026-08-17 09:34:00,1,0
qtok_cce842be09a9,DER-0002,appt_abd545877f0e,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-17 09:58:00,2026-08-17 10:23:00,2,2
qtok_1b04f18ca3a7,DER-0003,appt_95b094e64fc8,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-17 10:23:00,2026-08-17 10:48:00,3,3
qtok_78c037fe52fe,DER-0004,appt_70a1a5b0357d,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-17 11:19:00,2026-08-17 11:55:00,4,4
qtok_62145b8e03c5,DER-0005,appt_4a81c55a8c03,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-17 11:44:00,2026-08-17 12:13:00,5,4
qtok_137c47142c85,DER-0002,appt_7ba55bbf6b51,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-17 14:53:00,2026-08-17 15:09:00,2,2
qtok_edd9f0125bd4,DER-0001,appt_995fc8c59ecd,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-19 08:09:00,2026-08-19 08:39:00,1,1
qtok_81a7064d8902,DER-0002,appt_0f86d434c30a,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-19 08:30:00,2026-08-19 08:46:00,2,2
qtok_aca2451ffe91,DER-0003,appt_a2bd0c626167,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-19 08:53:00,2026-08-19 09:16:00,3,1
qtok_8c6e4521731c,DER-0004,appt_02b2e05589c3,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-19 09:55:00,2026-08-19 10:27:00,4,2
qtok_a666aa9b9586,DER-0005,appt_311f0dd24c6f,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-19 10:06:00,2026-08-19 10:29:00,5,3
qtok_8554a309e57f,DER-0006,appt_3137b019b047,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-19 10:40:00,2026-08-19 11:14:00,6,6
qtok_6d4cb2b17ad3,DER-0001,appt_ed8ae6c67eaa,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-19 15:28:00,2026-08-19 15:55:00,1,1
qtok_2321e4d1801f,DER-0002,appt_f55e1e9e1586,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-19 15:50:00,2026-08-19 16:16:00,2,2
qtok_d4eccfbebf60,DER-0003,appt_9e70bb629f6a,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-19 16:13:00,2026-08-19 16:32:00,3,1
qtok_5275e1996501,DER-0004,appt_f633095d30ee,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-19 16:28:00,2026-08-19 16:44:00,4,3
qtok_7e08b59ea6ce,DER-0005,appt_49658f604ebe,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-19 17:06:00,2026-08-19 17:30:00,5,5
qtok_4c0421408950,DER-0001,appt_7dc710a170b4,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-21 09:20:00,2026-08-21 09:43:00,1,0
qtok_3a12b84fe9aa,DER-0002,appt_34a9130c7788,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-21 09:30:00,2026-08-21 09:47:00,2,0
qtok_fe2de2a3f98d,DER-0003,appt_dc46a37bcab6,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-21 09:36:00,2026-08-21 10:11:00,3,3
qtok_80b6d6e6fd29,DER-0004,appt_3a878cc9a8bb,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-21 09:40:00,2026-08-21 10:14:00,4,4
qtok_1617ab25e8d8,DER-0006,appt_eb904db9b4bb,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-21 09:59:00,2026-08-21 10:27:00,6,6
qtok_a2ab18e56a56,DER-0007,appt_d485b1e256e9,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-21 10:02:00,2026-08-21 10:43:00,7,5
qtok_d585e761a11e,DER-0008,appt_a4db75495e70,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-21 10:31:00,2026-08-21 11:09:00,8,6
qtok_4655aa48c334,DER-0010,appt_24b483d12053,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-21 10:53:00,2026-08-21 11:42:00,10,8
qtok_72b1de6f3bea,DER-0011,appt_c2d6c4442b40,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-21 11:13:00,2026-08-21 11:54:00,11,9
qtok_2f36f6334977,DER-0012,appt_03f08641b98d,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-21 11:43:00,2026-08-21 12:34:00,12,11
qtok_1a6fe9943c22,DER-0001,appt_13dad0b83250,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-24 08:45:00,2026-08-24 08:56:00,1,0
qtok_295fd45dbb6a,DER-0002,appt_e64ad50f24b3,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-24 09:03:00,2026-08-24 09:30:00,2,1
qtok_a7c4dcbbf16d,DER-0003,appt_25a2a006b1d9,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-24 09:15:00,2026-08-24 09:44:00,3,3
qtok_173fce5913af,DER-0005,appt_8f31ea31c0ba,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-24 10:10:00,2026-08-24 10:44:00,5,4
qtok_5a28ddc000d3,DER-0006,appt_dacfbc62216d,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-24 10:40:00,2026-08-24 11:18:00,6,5
qtok_72056db581b1,DER-0007,appt_b537319d8142,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-24 11:00:00,2026-08-24 11:38:00,7,7
qtok_7c6ed1e77611,DER-0008,appt_ce7892c0077d,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-24 11:20:00,2026-08-24 11:58:00,8,8
qtok_8b9d355578aa,DER-0001,appt_67eeb6e5c84c,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-24 14:51:00,2026-08-24 15:21:00,1,0
qtok_1bfaf2cfa550,DER-0002,appt_d05df8328ca1,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-24 16:00:00,2026-08-24 16:29:00,2,0
qtok_f404f507005e,DER-0001,appt_4c6e0671b90f,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-26 09:08:00,2026-08-26 09:27:00,1,0
qtok_d5a77912b245,DER-0003,appt_703b4fa30c34,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-26 10:18:00,2026-08-26 10:48:00,3,3
qtok_4e1c035294de,DER-0004,appt_52dbf86fe869,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-26 10:43:00,2026-08-26 11:13:00,4,2
qtok_6377cbce390d,DER-0001,appt_24bfdade0023,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-26 15:02:00,2026-08-26 15:22:00,1,0
qtok_e06d069b7c2a,DER-0002,appt_c1c90a6d1f29,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-26 16:12:00,2026-08-26 16:36:00,2,1
qtok_c4fb99cba877,DER-0003,appt_c7e9202d73b4,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-26 16:32:00,2026-08-26 17:04:00,3,1
qtok_8f8a9f21ad44,DER-0004,appt_4a8717a76c45,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-26 17:04:00,2026-08-26 17:34:00,4,2
qtok_9bbc812fc8b6,DER-0005,appt_e8d92ff38760,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-26 17:21:00,2026-08-26 17:45:00,5,5
qtok_5bf4b94619ea,DER-0006,appt_f33d33add840,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-26 17:32:00,2026-08-26 18:09:00,6,6
qtok_12f172b427f9,DER-0001,appt_da7b05f1872e,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 08:06:00,2026-08-28 08:24:00,1,1
qtok_752cfcc49b21,DER-0002,appt_b9c7409b9861,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 08:25:00,2026-08-28 08:52:00,2,0
qtok_39aac061f3fa,DER-0004,appt_ca9a0e27c75f,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 09:27:00,2026-08-28 09:58:00,4,3
qtok_67d1a9d66386,DER-0005,appt_2a3b53c15ea5,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 09:25:00,2026-08-28 09:54:00,5,4
qtok_3c53d0b5158c,DER-0006,appt_2cd7f34e4d81,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 10:00:00,2026-08-28 10:41:00,6,5
qtok_d5b2022ea3b6,DER-0007,appt_22171b4b63d9,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 10:23:00,2026-08-28 11:10:00,7,7
qtok_330f0b5837f6,DER-0008,appt_d9d5454fa89a,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 10:34:00,2026-08-28 11:12:00,8,7
qtok_bd1817cccde1,DER-0009,appt_e6e9161b8b5b,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 10:26:00,2026-08-28 11:14:00,9,8
qtok_b68cdd64b374,DER-0010,appt_246d35769829,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 10:49:00,2026-08-28 11:55:00,10,8
qtok_7a7cae4c686c,DER-0011,appt_1e670070f149,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 11:20:00,2026-08-28 12:06:00,11,9
qtok_c2eaf444cfca,DER-0012,appt_367129974871,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 11:39:00,2026-08-28 12:32:00,12,10
qtok_c34a0a750f4d,DER-0013,appt_12a033a94f52,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 11:40:00,2026-08-28 12:46:00,13,11
qtok_005a699735e9,DER-0014,appt_f24785b8b66f,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-28 11:50:00,2026-08-28 12:40:00,14,14
qtok_0feccc11f142,DER-0001,appt_b80958299b97,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-31 08:13:00,2026-08-31 08:29:00,1,0
qtok_7c99530e63fb,DER-0002,appt_e23dd2681da7,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-31 09:37:00,2026-08-31 10:01:00,2,2
qtok_1fc2c053cdae,DER-0003,appt_e9f6a987a313,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-31 10:04:00,2026-08-31 10:40:00,3,3
qtok_83aecd0b446b,DER-0004,appt_e88ed175c130,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-31 10:23:00,2026-08-31 10:48:00,4,2
qtok_1cfaae78bcd0,DER-0005,appt_abc6889588f3,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-31 10:39:00,2026-08-31 11:11:00,5,3
qtok_7544c77d5353,DER-0007,appt_8eedfec6469b,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-31 11:42:00,2026-08-31 12:14:00,7,6
qtok_9d6194fb2bf2,DER-0002,appt_e06801f17a53,hosp_83b025a86289,dept_c4af00fb8810,doc_de11a62742a1,2026-08-31 14:41:00,2026-08-31 15:03:00,2,1
